,id1,id2,hashLevenshtein,hashJaccard,foursJaccard,countsSimilarity,countsSimilarityNoZeros,lzjdSimilarity,sizeDiff
0,314024856,308636190,0.0,0.0,1.0,0.7720465890183028,0.8065618591934381,0.3986013986013986,-680
1,314024856,324855943,96.7741935483871,87.09677419354838,1.0,0.989884733003999,0.9861635220125786,0.817258883248731,-35
2,314024856,549889557,0.0,0.0,1.0,0.885543732156761,0.8377793799567412,0.4739454094292804,-433
3,314024856,406019605,0.0,0.0,1.0,0.7666203059805285,0.7933884297520661,0.3981042654028436,-691
4,314024856,448001308,78.37837837837839,61.111111111111114,0.7142857142857143,0.9167026327147173,0.8666297731045932,0.5387840670859538,-348
5,314024856,412904609,0.0,0.0,1.0,0.7158693115519253,0.768790264853257,0.4108527131782946,-858
6,314024856,428913111,0.0,0.0,1.0,0.9187878787878788,0.8768161718256475,0.416988416988417,-161
7,314024856,470222013,83.65384615384616,58.333333333333336,1.0,0.9613183794918746,0.9152542372881356,0.525987525987526,-83
8,314024856,413538377,0.0,0.0,1.0,0.8802706923477356,0.8226744186046512,0.4659949622166247,-444
9,314024856,484313930,0.0,0.0,1.0,0.8868302453680521,0.8619354838709677,0.42168674698795183,-292
10,314024856,793545558,91.93548387096774,68.18181818181817,1.0,0.9685021527305688,0.9326303456356181,0.5717344753747323,-127
11,314024856,575163969,0.0,0.0,1.0,0.7307060755336617,0.7948243992606285,0.3423076923076923,-632
12,314024856,561054498,74.28571428571428,58.333333333333336,1.0,0.9568411386593205,0.9117475160724723,0.5323590814196242,-70
13,314024856,560631023,0.0,0.0,1.0,0.7062688201478238,0.7869436201780415,0.30604982206405695,-633
14,314024856,613074465,80.58252427184466,48.64864864864865,1.0,0.9525345622119815,0.9099415204678363,0.5165289256198347,-54
15,314024856,708266076,0.0,0.0,0.23076923076923078,0.7560507107184018,0.5731477999247838,0.42524271844660194,-920
16,308636190,324855943,0.0,0.0,1.0,0.7756930831699804,0.8046928916494134,0.39211136890951276,-645
17,308636190,549889557,0.0,0.0,1.0,0.8622754491017964,0.9085072231139647,0.5269922879177378,-247
18,308636190,406019605,93.24324324324324,83.33333333333334,1.0,0.9921097770154373,0.9824561403508771,0.7201166180758017,-11
19,308636190,448001308,0.0,0.0,0.7142857142857143,0.7081436519979767,0.7178871548619448,0.42857142857142855,-1028
20,308636190,412904609,91.93548387096774,79.16666666666666,1.0,0.9337700145560408,0.9442675159235668,0.744408945686901,-178
21,308636190,428913111,0.0,0.0,1.0,0.8075471698113208,0.8169209431345353,0.4492753623188406,-519
22,308636190,470222013,0.0,0.0,1.0,0.7584711303876389,0.7605095541401274,0.4117647058823529,-763
23,308636190,413538377,0.0,0.0,1.0,0.8545224541429475,0.8890688259109312,0.49230769230769234,-236
24,308636190,484313930,0.0,0.0,1.0,0.828002414001207,0.8090844570617459,0.4423076923076923,-388
25,308636190,793545558,0.0,0.0,1.0,0.7548888293597642,0.7752234993614304,0.3953488372093023,-807
26,308636190,575163969,0.0,0.0,1.0,0.8776059179556154,0.8299595141700404,0.431980906921241,-48
27,308636190,561054498,0.0,0.0,1.0,0.763873775843308,0.7668789808917198,0.39211136890951276,-750
28,308636190,560631023,0.0,0.0,1.0,0.836192398250925,0.7979274611398963,0.42857142857142855,-47
29,308636190,613074465,0.0,0.0,1.0,0.7639344262295082,0.7597195666029318,0.3986013986013986,-734
30,308636190,708266076,0.0,0.0,0.23076923076923078,0.6332302253645603,0.5011914217633042,0.48514851485148514,-1600
31,324855943,549889557,0.0,0.0,1.0,0.8905185961236249,0.8375819373634377,0.45232273838630804,-398
32,324855943,406019605,0.0,0.0,1.0,0.7752808988764045,0.803894297635605,0.40476190476190477,-656
33,324855943,448001308,78.89908256880734,61.111111111111114,0.7142857142857143,0.9110676233963906,0.8644729503625209,0.5599128540305011,-383
34,324855943,412904609,0.0,0.0,1.0,0.7232537577365163,0.7765726681127982,0.41818181818181815,-823
35,324855943,428913111,0.0,0.0,1.0,0.9266503667481663,0.8846398980242193,0.403921568627451,-126
36,324855943,470222013,84.31372549019608,58.333333333333336,1.0,0.9658514074757729,0.9145550972304066,0.5364806866952789,-118
37,324855943,413538377,0.0,0.0,1.0,0.889939584975046,0.8355359765051396,0.4659949622166247,-409
38,324855943,484313930,0.0,0.0,1.0,0.8941651932306138,0.8684895833333334,0.401980198019802,-257
39,324855943,793545558,91.93548387096774,71.42857142857143,1.0,0.9620831429876656,0.928529238038984,0.5464362850971922,-162
40,324855943,575163969,0.0,0.0,1.0,0.7372202265819288,0.8004972032318209,0.32196969696969696,-597
41,324855943,561054498,71.84466019417476,54.054054054054056,1.0,0.9595001157139551,0.9063052445492045,0.5201698513800425,-105
42,324855943,560631023,0.0,0.0,1.0,0.7119955776672194,0.7911430281268701,0.29945553539019965,-598
43,324855943,613074465,81.1881188118812,48.64864864864865,1.0,0.9570267131242741,0.9091981132075472,0.5331905781584583,-89
44,324855943,708266076,0.0,0.0,0.23076923076923078,0.7573003287565268,0.5686200378071833,0.4234592445328032,-955
45,549889557,406019605,0.0,0.0,1.0,0.8551549652118913,0.8906882591093117,0.47869674185463656,-258
46,549889557,448001308,0.0,0.0,0.7142857142857143,0.807426803142109,0.7182389937106919,0.47761194029850745,-781
47,549889557,412904609,0.0,0.0,1.0,0.8013355592654424,0.864406779661017,0.5124653739612188,-425
48,549889557,428913111,67.70833333333334,52.77777777777778,1.0,0.9209100758396533,0.8418740849194729,0.48872180451127817,-272
49,549889557,470222013,0.0,0.0,1.0,0.8607723577235773,0.7617135207496654,0.47761194029850745,-516
50,549889557,413538377,93.90243902439025,80.76923076923077,1.0,0.9932531534174245,0.9801553062985332,0.6918604651162791,-11
51,549889557,484313930,71.42857142857143,54.285714285714285,1.0,0.9351305812973884,0.8432108027006752,0.48129675810473815,-141
52,549889557,793545558,0.0,0.0,1.0,0.8562814070351759,0.7771812080536913,0.4666666666666667,-560
53,549889557,575163969,0.0,0.0,1.0,0.7637379695746662,0.7681365576102418,0.3623853211009174,-199
54,549889557,561054498,0.0,0.0,1.0,0.8641345908743309,0.7630522088353413,0.441747572815534,-503
55,549889557,560631023,0.0,0.0,1.0,0.7254658385093168,0.7370572207084469,0.371824480369515,-200
56,549889557,613074465,0.0,0.0,1.0,0.8661377015613002,0.7595445411922304,0.45232273838630804,-487
57,549889557,708266076,0.0,0.0,0.23076923076923078,0.703540750052378,0.4537264537264537,0.4244604316546763,-1353
58,406019605,448001308,0.0,0.0,0.7142857142857143,0.7055541465888917,0.7117824773413897,0.4603960396039604,-1039
59,406019605,412904609,96.82539682539682,95.45454545454545,1.0,0.9389842893679211,0.9558232931726908,0.9854545454545455,-167
60,406019605,428913111,0.0,0.0,1.0,0.8066394874781596,0.8148148148148149,0.44963144963144963,-530
61,406019605,470222013,0.0,0.0,1.0,0.756389342033714,0.755612572161642,0.4148681055155875,-774
62,406019605,413538377,0.0,0.0,1.0,0.8613138686131387,0.9068627450980392,0.5235602094240838,-247
63,406019605,484313930,0.0,0.0,1.0,0.8259158340902211,0.804005722460658,0.4567901234567901,-399
64,406019605,793545558,0.0,0.0,1.0,0.7522837184309511,0.7691318327974277,0.4148681055155875,-818
65,406019605,575163969,0.0,0.0,1.0,0.8747890651366858,0.8239292997960571,0.43902439024390244,-59
66,406019605,561054498,0.0,0.0,1.0,0.7607094133697135,0.7594611930724824,0.4014251781472684,-761
67,406019605,560631023,0.0,0.0,1.0,0.8325455773126266,0.7906066536203522,0.43902439024390244,-58
68,406019605,613074465,0.0,0.0,1.0,0.7618525623458482,0.754813863928113,0.4081145584725537,-745
69,406019605,708266076,0.0,0.0,0.23076923076923078,0.6312292358803987,0.4970083765456721,0.5012722646310432,-1611
70,448001308,412904609,0.0,0.0,0.7142857142857143,0.6588983050847458,0.6925,0.483695652173913,-1206
71,448001308,428913111,0.0,0.0,0.7142857142857143,0.8701095461658842,0.8342665173572228,0.4635108481262327,-509
72,448001308,470222013,80.18018018018017,67.64705882352942,0.7142857142857143,0.9311002755988976,0.9184952978056427,0.5349716446124764,-265
73,448001308,413538377,0.0,0.0,0.7142857142857143,0.8047732696897375,0.7105763141228626,0.5038759689922481,-792
74,448001308,484313930,0.0,0.0,0.7142857142857143,0.8401658222017503,0.8225898459783229,0.475,-640
75,448001308,793545558,85.58558558558559,77.41935483870968,0.7142857142857143,0.9430791850451585,0.9214659685863874,0.5808383233532934,-221
76,448001308,575163969,0.0,0.0,0.7142857142857143,0.6976511744127936,0.7732749178532311,0.37401574803149606,-980
77,448001308,561054498,68.75,54.054054054054056,0.7142857142857143,0.9217687074829932,0.9028213166144201,0.483271375464684,-278
78,448001308,560631023,0.0,0.0,0.7142857142857143,0.675331167208198,0.7669491525423728,0.3626373626373626,-981
